id|points
E14000531|[[-2.9246396829289223, 71.75634613578539], [-2.8356417941095517, 71.91049800541202], [-2.6576418542980287, 71.91049800541202], [-2.5686443095952924, 71.75634613578539], [-2.6576418542980287, 71.60219428254518], [-2.8356417941095517, 71.60219428254518], [-2.9246396829289223, 71.75634613578539]]
E14001012|[[-2.9246396829289223, 71.4003480422916], [-2.8356417941095517, 71.5544998955318], [-2.6576418542980287, 71.5544998955318], [-2.5686443095952924, 71.4003480422916], [-2.6576418542980287, 71.24620003988043], [-2.8356417941095517, 71.24620003988043], [-2.9246396829289223, 71.4003480422916]]
E14001029|[[-2.9246396829289223, 71.04435261979853], [-2.8356417941095517, 71.19850447303874], [-2.6576418542980287, 71.19850447303874], [-2.5686443095952924, 71.04435261979853], [-2.6576418542980287, 70.89020084849078], [-2.8356417941095517, 70.89020084849078], [-2.9246396829289223, 71.04435261979853]]
E14001016|[[-2.9246396829289223, 70.68835413302844], [-2.8356417941095517, 70.84250626483919], [-2.6576418542980287, 70.84250626483919], [-2.5686443095952924, 70.68835413302844], [-2.6576418542980287, 70.5342036562549], [-2.8356417941095517, 70.5342036562549], [-2.9246396829289223, 70.68835413302844]]
E14000566|[[-2.9246396829289223, 70.33235871053523], [-2.8356417941095517, 70.48650799109402], [-2.6576418542980287, 70.48650799109402], [-2.5686443095952924, 70.33235871053523], [-2.6576418542980287, 70.17820689006804], [-2.8356417941095517, 70.17820689006804], [-2.9246396829289223, 70.33235871053523]]
E14000605|[[-2.9246396829289223, 69.97636064981444], [-2.8356417941095517, 70.13051247028163], [-2.6576418542980287, 70.13051247028163], [-2.5686443095952924, 69.97636064981444], [-2.6576418542980287, 69.82221017304104], [-2.8356417941095517, 69.82221017304104], [-2.9246396829289223, 69.97636064981444]]
E14000812|[[-2.9246396829289223, 69.62036501429674], [-2.8356417941095517, 69.77451504863467], [-2.6576418542980287, 69.77451504863467], [-2.5686443095952924, 69.62036501429674], [-2.6576418542980287, 69.46621475054769], [-2.8356417941095517, 69.46621475054769], [-2.9246396829289223, 69.62036501429674]]
E14000767|[[-2.9246396829289223, 69.26436690441649], [-2.8356417941095517, 69.41851872488368], [-2.6576418542980287, 69.41851872488368], [-2.5686443095952924, 69.26436690441649], [-2.6576418542980287, 69.11021654234843], [-2.8356417941095517, 69.11021654234843], [-2.9246396829289223, 69.26436690441649]]
E14001046|[[-2.9246396829289223, 68.90837148192342], [-2.8356417941095517, 69.06252061500331], [-2.6576418542980287, 69.06252061500331], [-2.5686443095952924, 68.90837148192342], [-2.6576418542980287, 68.75421817028395], [-2.8356417941095517, 68.75421817028395], [-2.9246396829289223, 68.90837148192342]]
E14000631|[[-2.9246396829289223, 68.5523733228836], [-2.8356417941095517, 68.70652529082929], [-2.6576418542980287, 68.70652529082929], [-2.5686443095952924, 68.5523733228836], [-2.6576418542980287, 68.39822145325667], [-2.8356417941095517, 68.39822145325667], [-2.9246396829289223, 68.5523733228836]]
E14000803|[[-2.9246396829289223, 68.19637934240295], [-2.8356417941095517, 68.35052696792425], [-2.6576418542980287, 68.35052696792425], [-2.5686443095952924, 68.19637934240295], [-2.6576418542980287, 68.04222473622953], [-2.8356417941095517, 68.04222473622953], [-2.9246396829289223, 68.19637934240295]]
E14000586|[[-2.9246396829289223, 67.84037979051001], [-2.8356417941095517, 67.99453154543117], [-2.6576418542980287, 67.99453154543117], [-2.5686443095952924, 67.84037979051001], [-2.6576418542980287, 67.68622926457674], [-2.8356417941095517, 67.68622926457674], [-2.9246396829289223, 67.84037979051001]]
E14000907|[[-2.9246396829289223, 67.48438297516371], [-2.8356417941095517, 67.6385333863915], [-2.6576418542980287, 67.6385333863915], [-2.5686443095952924, 67.48438297516371], [-2.6576418542980287, 67.33023089251255], [-2.8356417941095517, 67.33023089251255], [-2.9246396829289223, 67.48438297516371]]
E14000983|[[-2.9246396829289223, 67.12838620897713], [-2.8356417941095517, 67.28253812776336], [-2.6576418542980287, 67.28253812776336], [-2.5686443095952924, 67.12838620897713], [-2.6576418542980287, 66.97423579774932], [-2.8356417941095517, 66.97423579774932], [-2.9246396829289223, 67.12838620897713]]
E14001047|[[-2.9246396829289223, 66.77238932808493], [-2.8356417941095517, 66.92653985401776], [-2.6576418542980287, 66.92653985401776], [-2.5686443095952924, 66.77238932808493], [-2.6576418542980287, 66.61823731097951], [-2.8356417941095517, 66.61823731097951], [-2.9246396829289223, 66.77238932808493]]
E14000824|[[-2.9246396829289223, 66.4163940202972], [-2.8356417941095517, 66.57054443152471], [-2.6576418542980287, 66.57054443152471], [-2.5686443095952924, 66.4163940202972], [-2.6576418542980287, 66.2622417737807], [-2.8356417941095517, 66.2622417737807], [-2.9246396829289223, 66.4163940202972]]
E14001041|[[-2.9246396829289223, 66.0603955335271], [-2.8356417941095517, 66.21454622332543], [-2.6576418542980287, 66.21454622332543], [-2.5686443095952924, 66.0603955335271], [-2.6576418542980287, 65.90624366390045], [-2.8356417941095517, 65.90624366390045], [-2.9246396829289223, 66.0603955335271]]
E14000699|[[-2.9246396829289223, 65.70440011103403], [-2.8356417941095517, 65.85855084999196], [-2.6576418542980287, 65.85855084999196], [-2.5686443095952924, 65.70440011103403], [-2.6576418542980287, 65.55024840527246], [-2.8356417941095517, 65.55024840527246], [-2.9246396829289223, 65.70440011103403]]
S14000002|[[-3.2272376404461007, 78.69828499364783], [-3.1382397843997296, 78.85243596201683], [-2.9602401231588282, 78.85243596201683], [-2.871242299885494, 78.69828499364783], [-2.9602401231588282, 78.54413328788625], [-3.1382397843997296, 78.54413328788625], [-3.2272376404461007, 78.69828499364783]]
S14000004|[[-3.2272376404461007, 77.98629152682042], [-3.1382397843997296, 78.14044333090104], [-2.9602401231588282, 78.14044333090104], [-2.871242299885494, 77.98629152682042], [-2.9602401231588282, 77.83213970635322], [-3.1382397843997296, 77.83213970635322], [-3.2272376404461007, 77.98629152682042]]
S14000022|[[-3.2272376404461007, 76.91829988456674], [-3.1382397843997296, 77.07245078738957], [-2.9602401231588282, 77.07245078738957], [-2.871242299885494, 76.91829988456674], [-2.9602401231588282, 76.76414785107488], [-3.1382397843997296, 76.76414785107488], [-3.2272376404461007, 76.91829988456674]]
E14000833|[[-3.2272376404461007, 76.20630613916865], [-3.1382397843997296, 76.36045800879543], [-2.9602401231588282, 76.36045800879543], [-2.871242299885494, 76.20630613916865], [-2.9602401231588282, 76.05215431870145], [-3.1382397843997296, 76.05215431870145], [-3.2272376404461007, 76.20630613916865]]
E14000574|[[-3.2272376404461007, 75.85031092970009], [-3.1382397843997296, 76.00445989891504], [-2.9602401231588282, 76.00445989891504], [-2.871242299885494, 75.85031092970009], [-2.9602401231588282, 75.69615901091385], [-3.1382397843997296, 75.69615901091385], [-3.2272376404461007, 75.85031092970009]]
E14000746|[[-3.2272376404461007, 75.49431265595479], [-3.1382397843997296, 75.64846452558145], [-2.9602401231588282, 75.64846452558145], [-2.871242299885494, 75.49431265595479], [-2.9602401231588282, 75.34016078632787], [-3.1382397843997296, 75.34016078632787], [-3.2272376404461007, 75.49431265595479]]
E14000877|[[-3.2272376404461007, 75.13831456246099], [-3.1382397843997296, 75.2924664157012], [-2.9602401231588282, 75.2924664157012], [-2.871242299885494, 75.13831456246099], [-2.9602401231588282, 74.98416665836872], [-3.1382397843997296, 74.98416665836872], [-3.2272376404461007, 75.13831456246099]]
E14000825|[[-3.2272376404461007, 74.78231897610272], [-3.1382397843997296, 74.93647078018348], [-2.9602401231588282, 74.93647078018348], [-2.871242299885494, 74.78231897610272], [-2.9602401231588282, 74.62816720479496], [-3.1382397843997296, 74.62816720479496], [-3.2272376404461007, 74.78231897610272]]
E14000875|[[-3.2272376404461007, 74.42632091538192], [-3.1382397843997296, 74.58047262114351], [-2.9602401231588282, 74.58047262114351], [-2.871242299885494, 74.42632091538192], [-2.9602401231588282, 74.27217012726454], [-3.1382397843997296, 74.27217012726454], [-3.2272376404461007, 74.42632091538192]]
E14000609|[[-3.2272376404461007, 74.07032544372912], [-3.1382397843997296, 74.22447731335606], [-2.9602401231588282, 74.22447731335606], [-2.871242299885494, 74.07032544372912], [-2.9602401231588282, 73.91617367242168], [-3.1382397843997296, 73.91617367242168], [-3.2272376404461007, 74.07032544372912]]
E14000645|[[-3.2272376404461007, 73.71432733384889], [-3.1382397843997296, 73.86847925263525], [-2.9602401231588282, 73.86847925263525], [-2.871242299885494, 73.71432733384889], [-2.9602401231588282, 73.56017669321014], [-3.1382397843997296, 73.56017669321014], [-3.2272376404461007, 73.71432733384889]]
E14000922|[[-3.2272376404461007, 73.35833200967473], [-3.1382397843997296, 73.51248378098246], [-2.9602401231588282, 73.51248378098246], [-2.871242299885494, 73.35833200967473], [-2.9602401231588282, 73.2041812707171], [-3.1382397843997296, 73.2041812707171], [-3.2272376404461007, 73.35833200967473]]
E14000973|[[-3.2272376404461007, 73.00233401450011], [-3.1382397843997296, 73.15648550723718], [-2.9602401231588282, 73.15648550723718], [-2.871242299885494, 73.00233401450011], [-2.9602401231588282, 72.8481828986526], [-3.1382397843997296, 72.8481828986526], [-3.2272376404461007, 73.00233401450011]]
E14000834|[[-3.2272376404461007, 72.64633826427664], [-3.1382397843997296, 72.80049003558439], [-2.9602401231588282, 72.80049003558439], [-2.871242299885494, 72.64633826427664], [-2.9602401231588282, 72.49218759086502], [-3.1382397843997296, 72.49218759086502], [-3.2272376404461007, 72.64633826427664]]
E14000989|[[-3.2272376404461007, 72.29034026910216], [-3.1382397843997296, 72.44449192570414], [-2.9602401231588282, 72.44449192570414], [-2.871242299885494, 72.29034026910216], [-2.9602401231588282, 72.13618936627931], [-3.1382397843997296, 72.13618936627931], [-3.2272376404461007, 72.29034026910216]]
E14000799|[[-3.2272376404461007, 71.93434586257233], [-3.1382397843997296, 72.08849655237053], [-2.9602401231588282, 72.08849655237053], [-2.871242299885494, 71.93434586257233], [-2.9602401231588282, 71.78019405849173], [-3.1382397843997296, 71.78019405849173], [-3.2272376404461007, 71.93434586257233]]
E14001011|[[-3.2272376404461007, 71.57834680227444], [-3.1382397843997296, 71.73249860635522], [-2.9602401231588282, 71.73249860635522], [-2.871242299885494, 71.57834680227444], [-2.9602401231588282, 71.42419578474613], [-3.1382397843997296, 71.42419578474613], [-3.2272376404461007, 71.57834680227444]]
E14001050|[[-3.2272376404461007, 71.22234938062762], [-3.1382397843997296, 71.37650221705822], [-2.9602401231588282, 71.37650221705822], [-2.871242299885494, 71.22234938062762], [-2.9602401231588282, 71.06820031309363], [-3.1382397843997296, 71.06820031309363], [-3.2272376404461007, 71.22234938062762]]
E14000671|[[-3.2272376404461007, 70.86635326990115], [-3.1382397843997296, 71.02050507398178], [-2.9602401231588282, 71.02050507398178], [-2.871242299885494, 70.86635326990115], [-2.9602401231588282, 70.71220220321338], [-3.1382397843997296, 70.71220220321338], [-3.2272376404461007, 70.86635326990115]]
E14001030|[[-3.2272376404461007, 70.5103559138002], [-3.1382397843997296, 70.66450637418731], [-2.9602401231588282, 70.66450637418731], [-2.871242299885494, 70.5103559138002], [-2.9602401231588282, 70.3562068298795], [-3.1382397843997296, 70.3562068298795], [-3.2272376404461007, 70.5103559138002]]
E14000564|[[-3.2272376404461007, 70.154360491307], [-3.1382397843997296, 70.30851090253465], [-2.9602401231588282, 70.30851090253465], [-2.871242299885494, 70.154360491307], [-2.9602401231588282, 70.00020845781529], [-3.1382397843997296, 70.00020845781529], [-3.2272376404461007, 70.154360491307]]
E14000931|[[-3.2272376404461007, 69.79836216840198], [-3.1382397843997296, 69.9525127434947], [-2.9602401231588282, 69.9525127434947], [-2.871242299885494, 69.79836216840198], [-2.9602401231588282, 69.64421319918716], [-3.1382397843997296, 69.64421319918716], [-3.2272376404461007, 69.79836216840198]]
E14001019|[[-3.2272376404461007, 69.44236684422809], [-3.1382397843997296, 69.59651741932052], [-2.9602401231588282, 69.59651741932052], [-2.871242299885494, 69.44236684422809], [-2.9602401231588282, 69.28821481073622], [-3.1382397843997296, 69.28821481073622], [-3.2272376404461007, 69.44236684422809]]
E14000977|[[-3.2272376404461007, 69.08636847216376], [-3.1382397843997296, 69.24051921112124], [-2.9602401231588282, 69.24051921112124], [-2.871242299885494, 69.08636847216376], [-2.9602401231588282, 68.93221665169641], [-3.1382397843997296, 68.93221665169641], [-3.2272376404461007, 69.08636847216376]]
E14001015|[[-3.2272376404461007, 68.73037300051082], [-3.1382397843997296, 68.88452508316225], [-2.9602401231588282, 68.88452508316225], [-2.871242299885494, 68.73037300051082], [-2.9602401231588282, 68.57622118004362], [-3.1382397843997296, 68.57622118004362], [-3.2272376404461007, 68.73037300051082]]
E14000608|[[-3.2272376404461007, 68.37437489063058], [-3.1382397843997296, 68.52852551488274], [-2.9602401231588282, 68.52852551488274], [-2.871242299885494, 68.37437489063058], [-2.9602401231588282, 68.22022302100393], [-3.1382397843997296, 68.22022302100393], [-3.2272376404461007, 68.37437489063058]]
E14000538|[[-3.2272376404461007, 68.01837940259148], [-3.1382397843997296, 68.17252874869617], [-2.9602401231588282, 68.17252874869617], [-2.871242299885494, 68.01837940259148], [-2.9602401231588282, 67.86422754935114], [-3.1382397843997296, 67.86422754935114], [-3.2272376404461007, 68.01837940259148]]
E14001056|[[-3.2272376404461007, 67.66238124355151], [-3.1382397843997296, 67.81653193334985], [-2.9602401231588282, 67.81653193334985], [-2.871242299885494, 67.66238124355151], [-2.9602401231588282, 67.50822937392488], [-3.1382397843997296, 67.50822937392488], [-3.2272376404461007, 67.66238124355151]]
E14000889|[[-3.2272376404461007, 67.30638582105846], [-3.1382397843997296, 67.46053516716313], [-2.9602401231588282, 67.46053516716313], [-2.871242299885494, 67.30638582105846], [-2.9602401231588282, 67.15223406613714], [-3.1382397843997296, 67.15223406613714], [-3.2272376404461007, 67.30638582105846]]
E14000530|[[-3.2272376404461007, 66.95038766201863], [-3.1382397843997296, 67.10453941693993], [-2.9602401231588282, 67.10453941693993], [-2.871242299885494, 66.95038766201863], [-2.9602401231588282, 66.79623585793802], [-3.1382397843997296, 66.79623585793802], [-3.2272376404461007, 66.95038766201863]]
E14000953|[[-3.2272376404461007, 66.59439235423103], [-3.1382397843997296, 66.74854212638473], [-2.9602401231588282, 66.74854212638473], [-2.871242299885494, 66.59439235423103], [-2.9602401231588282, 66.44024036989865], [-3.1382397843997296, 66.44024036989865], [-3.2272376404461007, 66.59439235423103]]
E14000719|[[-3.2272376404461007, 66.2383940804856], [-3.1382397843997296, 66.39254599927197], [-2.9602401231588282, 66.39254599927197], [-2.871242299885494, 66.2383940804856], [-2.9602401231588282, 66.0842422108588], [-3.1382397843997296, 66.0842422108588], [-3.2272376404461007, 66.2383940804856]]
E14000685|[[-3.2272376404461007, 65.88239860883294], [-3.1382397843997296, 66.03654767636709], [-2.9602401231588282, 66.03654767636709], [-2.871242299885494, 65.88239860883294], [-2.9602401231588282, 65.7282481812187], [-3.1382397843997296, 65.7282481812187], [-3.2272376404461007, 65.88239860883294]]
E14000762|[[-3.2272376404461007, 65.17040507645966], [-3.1382397843997296, 65.32455414399364], [-2.9602401231588282, 65.32455414399364], [-2.871242299885494, 65.17040507645966], [-2.9602401231588282, 65.01625181397975], [-3.1382397843997296, 65.01625181397975], [-3.2272376404461007, 65.17040507645966]]
S14000051|[[-3.5298357126688082, 79.58827718768536], [-3.4408381351930717, 79.74242641908458], [-3.262838195381544, 79.74242641908458], [-3.173840552359782, 79.58827718768536], [-3.262838195381544, 79.43412558024285], [-3.4408381351930717, 79.43412558024285], [-3.5298357126688082, 79.58827718768536]]
S14000001|[[-3.5298357126688082, 78.87628365531195], [-3.4408381351930717, 79.03043272284594], [-3.262838195381544, 79.03043272284594], [-3.173840552359782, 78.87628365531195], [-3.262838195381544, 78.72213280164854], [-3.4408381351930717, 78.72213280164854], [-3.5298357126688082, 78.87628365531195]]
S14000037|[[-3.5298357126688082, 78.52028559459114], [-3.4408381351930717, 78.67443730035258], [-3.262838195381544, 78.67443730035258], [-3.173840552359782, 78.52028559459114], [-3.262838195381544, 78.36613372496451], [-3.4408381351930717, 78.36613372496451], [-3.5298357126688082, 78.52028559459114]]
S14000058|[[-3.5298357126688082, 78.16429017209781], [-3.4408381351930717, 78.31843919047235], [-3.262838195381544, 78.31843919047235], [-3.173840552359782, 78.16429017209781], [-3.262838195381544, 78.01013664743395], [-3.4408381351930717, 78.01013664743395], [-3.5298357126688082, 78.16429017209781]]
S14000036|[[-3.5298357126688082, 77.80829175087388], [-3.4408381351930717, 77.9624437679793], [-3.262838195381544, 77.9624437679793], [-3.173840552359782, 77.80829175087388], [-3.262838195381544, 77.65413997956641], [-3.4408381351930717, 77.65413997956641], [-3.5298357126688082, 77.80829175087388]]
S14000023|[[-3.5298357126688082, 77.09629831681947], [-3.4408381351930717, 77.25045018644612], [-3.262838195381544, 77.25045018644612], [-3.173840552359782, 77.09629831681947], [-3.262838195381544, 76.94214757786183], [-3.4408381351930717, 76.94214757786183], [-3.5298357126688082, 77.09629831681947]]
S14000024|[[-3.5298357126688082, 76.74030123928934], [-3.4408381351930717, 76.89445197824698], [-3.262838195381544, 76.89445197824698], [-3.173840552359782, 76.74030123928934], [-3.262838195381544, 76.5861494679816], [-3.4408381351930717, 76.5861494679816], [-3.5298357126688082, 76.74030123928934]]
S14000045|[[-3.5298357126688082, 76.38430478444616], [-3.4408381351930717, 76.53845665407282], [-3.262838195381544, 76.53845665407282], [-3.173840552359782, 76.38430478444616], [-3.262838195381544, 76.23015404548853], [-3.4408381351930717, 76.23015404548853], [-3.5298357126688082, 76.38430478444616]]
S14000008|[[-3.5298357126688082, 76.02830770691577], [-3.4408381351930717, 76.18245849503299], [-3.262838195381544, 76.18245849503299], [-3.173840552359782, 76.02830770691577], [-3.262838195381544, 75.87415567342406], [-3.4408381351930717, 75.87415567342406], [-3.5298357126688082, 76.02830770691577]]
E14000620|[[-3.5298357126688082, 75.67231221887667], [-3.4408381351930717, 75.82646297422073], [-3.262838195381544, 75.82646297422073], [-3.173840552359782, 75.67231221887667], [-3.262838195381544, 75.51816046395537], [-3.4408381351930717, 75.51816046395537], [-3.5298357126688082, 75.67231221887667]]
E14000647|[[-3.5298357126688082, 75.31631337160344], [-3.4408381351930717, 75.47046474963503], [-3.262838195381544, 75.47046474963503], [-3.173840552359782, 75.31631337160344], [-3.262838195381544, 75.16216225575609], [-3.4408381351930717, 75.16216225575609], [-3.5298357126688082, 75.31631337160344]]
E14001037|[[-3.5298357126688082, 74.96031590079687], [-3.4408381351930717, 75.11446944184745], [-3.262838195381544, 75.11446944184745], [-3.173840552359782, 74.96031590079687], [-3.262838195381544, 74.80616693158206], [-3.4408381351930717, 74.80616693158206], [-3.5298357126688082, 74.96031590079687]]
E14000894|[[-3.5298357126688082, 74.60431967536479], [-3.4408381351930717, 74.7584714302861], [-3.262838195381544, 74.7584714302861], [-3.173840552359782, 74.60431967536479], [-3.262838195381544, 74.45016877254196], [-3.4408381351930717, 74.45016877254196], [-3.5298357126688082, 74.60431967536479]]
E14000758|[[-3.5298357126688082, 74.24832243396945], [-3.4408381351930717, 74.40247687627794], [-3.262838195381544, 74.40247687627794], [-3.173840552359782, 74.24832243396945], [-3.262838195381544, 74.09417325173], [-3.4408381351930717, 74.09417325173], [-3.5298357126688082, 74.24832243396945]]
E14000897|[[-3.5298357126688082, 73.89232689677092], [-3.4408381351930717, 74.04647801261814], [-3.262838195381544, 74.04647801261814], [-3.173840552359782, 73.89232689677092], [-3.262838195381544, 73.738175027144], [-3.4408381351930717, 73.738175027144], [-3.5298357126688082, 73.89232689677092]]
E14000870|[[-3.5298357126688082, 73.53632868857136], [-3.4408381351930717, 73.69048054181158], [-3.262838195381544, 73.69048054181158], [-3.173840552359782, 73.53632868857136], [-3.262838195381544, 73.38217971935642], [-3.4408381351930717, 73.38217971935642], [-3.5298357126688082, 73.53632868857136]]
E14000537|[[-3.5298357126688082, 73.18033336439734], [-3.4408381351930717, 73.3344842180606], [-3.262838195381544, 73.3344842180606], [-3.173840552359782, 73.18033336439734], [-3.262838195381544, 73.02618149477055], [-3.4408381351930717, 73.02618149477055], [-3.5298357126688082, 73.18033336439734]]
E14000967|[[-3.5298357126688082, 72.82433515619806], [-3.4408381351930717, 72.9784870258247], [-3.262838195381544, 72.9784870258247], [-3.173840552359782, 72.82433515619806], [-3.262838195381544, 72.67018618698297], [-3.4408381351930717, 72.67018618698297], [-3.5298357126688082, 72.82433515619806]]
E14000849|[[-3.5298357126688082, 72.46833966815868], [-3.4408381351930717, 72.62249148862588], [-3.262838195381544, 72.62249148862588], [-3.173840552359782, 72.46833966815868], [-3.262838195381544, 72.31418802794327], [-3.4408381351930717, 72.31418802794327], [-3.5298357126688082, 72.46833966815868]]
E14000926|[[-3.5298357126688082, 72.11234145995957], [-3.4408381351930717, 72.26649337874565], [-3.262838195381544, 72.26649337874565], [-3.173840552359782, 72.11234145995957], [-3.262838195381544, 71.95819249074445], [-3.4408381351930717, 71.95819249074445], [-3.5298357126688082, 72.11234145995957]]
E14000911|[[-3.5298357126688082, 71.75634613578539], [-3.4408381351930717, 71.91049800541202], [-3.262838195381544, 71.91049800541202], [-3.173840552359782, 71.75634613578539], [-3.262838195381544, 71.60219428254518], [-3.4408381351930717, 71.60219428254518], [-3.5298357126688082, 71.75634613578539]]
E14000808|[[-3.5298357126688082, 71.4003480422916], [-3.4408381351930717, 71.5544998955318], [-3.262838195381544, 71.5544998955318], [-3.173840552359782, 71.4003480422916], [-3.262838195381544, 71.24620003988043], [-3.4408381351930717, 71.24620003988043], [-3.5298357126688082, 71.4003480422916]]
E14000969|[[-3.5298357126688082, 71.04435261979853], [-3.4408381351930717, 71.19850447303874], [-3.262838195381544, 71.19850447303874], [-3.173840552359782, 71.04435261979853], [-3.262838195381544, 70.89020084849078], [-3.4408381351930717, 70.89020084849078], [-3.5298357126688082, 71.04435261979853]]
E14000627|[[-3.5298357126688082, 70.68835413302844], [-3.4408381351930717, 70.84250626483919], [-3.262838195381544, 70.84250626483919], [-3.173840552359782, 70.68835413302844], [-3.262838195381544, 70.5342036562549], [-3.4408381351930717, 70.5342036562549], [-3.5298357126688082, 70.68835413302844]]
E14001049|[[-3.5298357126688082, 70.33235871053523], [-3.4408381351930717, 70.48650799109402], [-3.262838195381544, 70.48650799109402], [-3.173840552359782, 70.33235871053523], [-3.262838195381544, 70.17820689006804], [-3.4408381351930717, 70.17820689006804], [-3.5298357126688082, 70.33235871053523]]
E14000560|[[-3.5298357126688082, 69.97636064981444], [-3.4408381351930717, 70.13051247028163], [-3.262838195381544, 70.13051247028163], [-3.173840552359782, 69.97636064981444], [-3.262838195381544, 69.82221017304104], [-3.4408381351930717, 69.82221017304104], [-3.5298357126688082, 69.97636064981444]]
E14000567|[[-3.5298357126688082, 69.62036501429674], [-3.4408381351930717, 69.77451504863467], [-3.262838195381544, 69.77451504863467], [-3.173840552359782, 69.62036501429674], [-3.262838195381544, 69.46621475054769], [-3.4408381351930717, 69.46621475054769], [-3.5298357126688082, 69.62036501429674]]
E14000892|[[-3.5298357126688082, 69.26436690441649], [-3.4408381351930717, 69.41851872488368], [-3.262838195381544, 69.41851872488368], [-3.173840552359782, 69.26436690441649], [-3.262838195381544, 69.11021654234843], [-3.4408381351930717, 69.11021654234843], [-3.5298357126688082, 69.26436690441649]]
E14000818|[[-3.5298357126688082, 68.90837148192342], [-3.4408381351930717, 69.06252061500331], [-3.262838195381544, 69.06252061500331], [-3.173840552359782, 68.90837148192342], [-3.262838195381544, 68.75421817028395], [-3.4408381351930717, 68.75421817028395], [-3.5298357126688082, 68.90837148192342]]
E14000830|[[-3.5298357126688082, 68.5523733228836], [-3.4408381351930717, 68.70652529082929], [-3.262838195381544, 68.70652529082929], [-3.173840552359782, 68.5523733228836], [-3.262838195381544, 68.39822145325667], [-3.4408381351930717, 68.39822145325667], [-3.5298357126688082, 68.5523733228836]]
E14000857|[[-3.5298357126688082, 68.19637934240295], [-3.4408381351930717, 68.35052696792425], [-3.262838195381544, 68.35052696792425], [-3.173840552359782, 68.19637934240295], [-3.262838195381544, 68.04222473622953], [-3.4408381351930717, 68.04222473622953], [-3.5298357126688082, 68.19637934240295]]
E14000742|[[-3.5298357126688082, 67.84037979051001], [-3.4408381351930717, 67.99453154543117], [-3.262838195381544, 67.99453154543117], [-3.173840552359782, 67.84037979051001], [-3.262838195381544, 67.68622926457674], [-3.4408381351930717, 67.68622926457674], [-3.5298357126688082, 67.84037979051001]]
E14000890|[[-3.5298357126688082, 67.48438297516371], [-3.4408381351930717, 67.6385333863915], [-3.262838195381544, 67.6385333863915], [-3.173840552359782, 67.48438297516371], [-3.262838195381544, 67.33023089251255], [-3.4408381351930717, 67.33023089251255], [-3.5298357126688082, 67.48438297516371]]
E14000545|[[-3.5298357126688082, 67.12838620897713], [-3.4408381351930717, 67.28253812776336], [-3.262838195381544, 67.28253812776336], [-3.173840552359782, 67.12838620897713], [-3.262838195381544, 66.97423579774932], [-3.4408381351930717, 66.97423579774932], [-3.5298357126688082, 67.12838620897713]]
E14001048|[[-3.5298357126688082, 66.77238932808493], [-3.4408381351930717, 66.92653985401776], [-3.262838195381544, 66.92653985401776], [-3.173840552359782, 66.77238932808493], [-3.262838195381544, 66.61823731097951], [-3.4408381351930717, 66.61823731097951], [-3.5298357126688082, 66.77238932808493]]
E14000844|[[-3.5298357126688082, 66.4163940202972], [-3.4408381351930717, 66.57054443152471], [-3.262838195381544, 66.57054443152471], [-3.173840552359782, 66.4163940202972], [-3.262838195381544, 66.2622417737807], [-3.4408381351930717, 66.2622417737807], [-3.5298357126688082, 66.4163940202972]]
E14000680|[[-3.5298357126688082, 66.0603955335271], [-3.4408381351930717, 66.21454622332543], [-3.262838195381544, 66.21454622332543], [-3.173840552359782, 66.0603955335271], [-3.262838195381544, 65.90624366390045], [-3.4408381351930717, 65.90624366390045], [-3.5298357126688082, 66.0603955335271]]
E14000955|[[-3.5298357126688082, 65.70440011103403], [-3.4408381351930717, 65.85855084999196], [-3.262838195381544, 65.85855084999196], [-3.173840552359782, 65.70440011103403], [-3.262838195381544, 65.55024840527246], [-3.4408381351930717, 65.55024840527246], [-3.5298357126688082, 65.70440011103403]]
S14000007|[[-3.8324339487566124, 79.05428062916555], [-3.743431996083496, 79.20843126980444], [-3.565436398696331, 79.20843126980444], [-3.4764385426499684, 79.05428062916555], [-3.565436398696331, 78.90012877592532], [-3.743431996083496, 78.90012877592532], [-3.8324339487566124, 79.05428062916555]]
S14000046|[[-3.8324339487566124, 78.69828499364783], [-3.743431996083496, 78.85243596201683], [-3.565436398696331, 78.85243596201683], [-3.4764385426499684, 78.69828499364783], [-3.565436398696331, 78.54413328788625], [-3.743431996083496, 78.54413328788625], [-3.8324339487566124, 78.69828499364783]]
S14000015|[[-3.8324339487566124, 78.34228688376746], [-3.743431996083496, 78.49643773743084], [-3.565436398696331, 78.49643773743084], [-3.4764385426499684, 78.34228688376746], [-3.565436398696331, 78.18813507968683], [-3.743431996083496, 78.18813507968683], [-3.8324339487566124, 78.34228688376746]]
S14000049|[[-3.8324339487566124, 77.98629152682042], [-3.743431996083496, 78.14044333090104], [-3.565436398696331, 78.14044333090104], [-3.4764385426499684, 77.98629152682042], [-3.565436398696331, 77.83213970635322], [-3.743431996083496, 77.83213970635322], [-3.8324339487566124, 77.98629152682042]]
S14000020|[[-3.8324339487566124, 77.63029341694003], [-3.743431996083496, 77.78444453278752], [-3.565436398696331, 77.78444453278752], [-3.4764385426499684, 77.63029341694003], [-3.565436398696331, 77.47614154731339], [-3.743431996083496, 77.47614154731339], [-3.8324339487566124, 77.63029341694003]]
